"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.03.2012 12:00";"24.1";"760.8";"763.0";"";"70";"Wind blowing from the north";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"18.3";"";"";"";"";"";"";
"17.03.2012 09:00";"21.4";"761.0";"763.2";"";"79";"Wind blowing from the north-east";"5";"";"";"10%  or less, but not 0";" ";"";"";"20.0";"21.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"17.6";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"17.03.2012 06:00";"20.6";"760.0";"762.2";"";"75";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"17.03.2012 03:00";"20.5";"759.4";"761.6";"";"70";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"17.03.2012 00:00";"21.4";"760.2";"762.3";"";"79";"Wind blowing from the north-northeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.7";"";"";"";"";"";"";
"16.03.2012 21:00";"20.9";"760.2";"762.4";"";"70";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"18.9";"25.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"15.2";"";"";"";"";"";"";
"16.03.2012 18:00";"24.0";"759.9";"762.1";"";"56";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"14.7";"";"";"";"";"";"";
"16.03.2012 15:00";"24.5";"761.2";"763.5";"";"57";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"15.3";"";"";"";"";"";"";
"16.03.2012 12:00";"23.4";"762.6";"764.8";"";"58";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"14.8";"";"";"";"";"";"";
"16.03.2012 09:00";"18.9";"762.9";"765.2";"";"80";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"14.4";"18.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.4";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"16.03.2012 06:00";"14.5";"762.1";"764.3";"";"97";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"16.03.2012 03:00";"16.6";"762.0";"764.2";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.7";"";"";"";"";"";"";
"16.03.2012 00:00";"15.7";"762.3";"764.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"15.03.2012 21:00";"18.6";"762.1";"764.3";"";"75";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.2";"23.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.1";"";"";"";"";"";"";
"15.03.2012 18:00";"21.2";"762.1";"764.2";"";"62";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"15.03.2012 15:00";"23.1";"763.2";"765.4";"";"54";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.2";"";"";"";"";"";"";
"15.03.2012 12:00";"21.0";"764.6";"766.8";"";"54";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.4";"";"";"";"";"";"";
"15.03.2012 09:00";"17.2";"764.2";"766.4";"";"74";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"13.0";"19.2";"";"";"";"";"";"10.0";"12.6";"";"";"Surface of ground moist.";"";"";"";
"15.03.2012 06:00";"14.2";"762.2";"764.4";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"15.03.2012 03:00";"15.9";"762.2";"764.4";"";"81";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"15.03.2012 00:00";"18.2";"762.1";"764.2";"";"72";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.1";"";"";"";"";"";"";
"14.03.2012 21:00";"19.2";"761.2";"763.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.1";"24.5";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"14.03.2012 18:00";"22.2";"761.2";"763.4";"";"49";"Wind blowing from the south";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.0";"";"";"";"";"";"";
"14.03.2012 15:00";"24.1";"761.1";"763.3";"";"45";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.5";"";"";"";"";"";"";
"14.03.2012 12:00";"22.3";"761.5";"763.7";"";"50";"Wind blowing from the south";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.5";"";"";"";"";"";"";
"14.03.2012 09:00";"18.1";"761.1";"763.4";"";"71";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"15.3";"20.2";"";"";"";"";"";"10.0";"12.8";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"14.03.2012 06:00";"16.0";"758.8";"761.0";"";"79";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"14.03.2012 03:00";"17.6";"757.6";"759.8";"";"80";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"14.03.2012 00:00";"18.4";"756.9";"759.1";"";"86";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"13.03.2012 21:00";"20.2";"756.4";"758.6";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.3";"27.8";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"13.03.2012 18:00";"26.2";"755.8";"758.1";"";"50";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"15.1";"";"";"";"";"";"";
"13.03.2012 15:00";"27.8";"756.4";"758.6";"";"49";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"16.1";"";"";"";"";"";"";
"13.03.2012 12:00";"22.4";"757.0";"759.2";"";"84";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrostratus covering the whole sky.";"10.0";"19.6";"";"";"";"";"";"";
"13.03.2012 09:00";"19.3";"756.7";"758.8";"";"99";"Wind blowing from the west";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"18.9";"21.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"19.1";"10.0";"6";"Surface of ground moist.";"";"";"";
"13.03.2012 06:00";"19.3";"755.2";"757.5";"";"99";"Wind blowing from the south";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"5.0";"19.1";"";"";"";"";"";"";
"13.03.2012 03:00";"19.6";"756.0";"758.2";"";"98";"Calm, no wind";"0";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"5.0";"19.3";"11.0";"6";"";"";"";"";
"13.03.2012 00:00";"";"755.8";"758.0";"";"";"Wind blowing from the south";"1";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"6.0";"19.8";"";"";"";"";"";"";
"12.03.2012 21:00";"21.2";"754.6";"756.9";"";"96";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"19.2";"26.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.6";"6.0";"6";"";"";"";"";
"12.03.2012 18:00";"22.4";"754.0";"756.2";"";"88";"Wind blowing from the north-northeast";"1";"";"";"90  or more, but not 100%";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.3";"";"";"";"";"";"";
"12.03.2012 15:00";"24.4";"753.7";"755.8";"";"79";"Wind blowing from the north-northeast";"2";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.5";"35.0";"6";"";"";"";"";
"12.03.2012 09:00";"19.2";"756.4";"758.7";"";"97";"Wind blowing from the south-west";"4";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"19.2";"27.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"18.7";"13.0";"6";"Surface of ground wet (standing water in small or large pools on surface).";"";"";"";
"12.03.2012 06:00";"22.2";"753.3";"755.4";"";"83";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"19.1";"";"";"";"";"";"";
"12.03.2012 03:00";"26.4";"753.4";"755.6";"";"87";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"";"10.0";"24.1";"";"";"";"";"";"";
"12.03.2012 00:00";"26.8";"753.6";"755.7";"";"86";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.2";"";"";"";"";"";"";
"11.03.2012 21:00";"25.8";"754.2";"756.3";"";"85";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"25.2";"28.8";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"11.03.2012 18:00";"27.0";"754.9";"757.0";"";"73";"Wind blowing from the east";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"11.03.2012 15:00";"28.2";"755.0";"758.0";"";"71";"Wind blowing from the south-east";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"11.03.2012 09:00";"25.2";"757.3";"759.4";"";"82";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"21.6";"25.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.9";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"11.03.2012 06:00";"23.6";"756.4";"758.6";"";"85";"Wind blowing from the south-east";"3";"";"";"60%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.9";"";"";"";"";"";"";
"11.03.2012 03:00";"23.9";"756.6";"758.7";"";"82";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.7";"";"";"";"";"";"";
"11.03.2012 00:00";"22.2";"756.7";"758.8";"";"91";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.7";"";"";"";"";"";"";
"10.03.2012 21:00";"24.8";"756.4";"758.7";"";"76";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.3";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"20.2";"";"";"";"";"";"";
"10.03.2012 18:00";"30.0";"756.1";"758.2";"";"57";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"20.5";"";"";"";"";"";"";
"10.03.2012 15:00";"31.1";"755.8";"758.0";"";"44";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"17.3";"";"";"";"";"";"";
"10.03.2012 12:00";"27.2";"755.8";"758.1";"";"62";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"19.3";"";"";"";"";"";"";
"10.03.2012 09:00";"23.8";"754.7";"757.6";"";"74";"Wind blowing from the north-west";"5";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"19.7";"26.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"18.8";"2.0";"6";"Surface of ground moist.";"";"";"";
"10.03.2012 06:00";"20.2";"755.6";"757.7";"";"92";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"18.8";"";"";"";"";"";"";
"10.03.2012 03:00";"20.3";"757.3";"759.5";"";"91";"Wind blowing from the south";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"7.0";"18.7";"0.9";"6";"";"";"";"";
"10.03.2012 00:00";"25.5";"756.1";"758.2";"";"81";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"09.03.2012 21:00";"26.5";"754.6";"756.9";"";"68";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"22.4";"28.6";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"09.03.2012 18:00";"27.8";"756.8";"758.9";"";"69";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"09.03.2012 15:00";"27.0";"758.1";"760.2";"";"68";"Wind blowing from the north";"3";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.5";"";"";"";"";"";"";
"09.03.2012 12:00";"24.8";"760.0";"762.2";"";"76";"Wind blowing from the north-east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.2";"";"";"";"";"";"";
"09.03.2012 09:00";"22.4";"761.2";"763.4";"";"83";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"21.3";"24.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.3";"2.0";"24";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"09.03.2012 06:00";"21.9";"760.5";"762.7";"";"82";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.6";"";"";"";"";"";"";
"09.03.2012 03:00";"23.1";"760.5";"762.6";"";"84";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.2";"";"";"";"";"";"";
"09.03.2012 00:00";"23.2";"761.8";"764.0";"";"81";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.8";"";"";"";"";"";"";
"08.03.2012 21:00";"23.7";"761.2";"763.4";"";"84";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"23.7";"28.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.8";"";"";"";"";"";"";
"08.03.2012 18:00";"25.6";"762.0";"764.2";"";"75";"Wind blowing from the east";"4";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.8";"";"";"";"";"";"";
"08.03.2012 15:00";"28.2";"762.6";"764.8";"";"65";"Wind blowing from the east";"3";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"21.1";"2.0";"6";"";"";"";"";
