"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.03.2017 09:00";"20.4";"762.5";"764.7";"1.3";"64";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.0";"23.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.3";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"17.0";"";"";
"07.03.2017 06:00";"17.1";"761.2";"763.3";"0.2";"73";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"07.03.2017 03:00";"19.7";"761.0";"763.3";"0.6";"68";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"07.03.2017 00:00";"22.5";"760.4";"762.6";"1.3";"73";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.4";"";"";"";"";"";"";
"06.03.2017 21:00";"23.5";"759.1";"761.2";"0.9";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.3";"30.2";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"06.03.2017 18:00";"28.2";"758.2";"760.3";"0.0";"55";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.3";"";"";"";"";"";"";
"06.03.2017 15:00";"30.2";"758.2";"760.3";"-0.9";"49";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"18.2";"";"";"";"";"";"";
"06.03.2017 12:00";"27.6";"759.1";"761.3";"-0.7";"52";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"17.0";"";"";"";"";"";"";
"06.03.2017 09:00";"22.3";"759.8";"762.1";"1.5";"66";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"19.9";"23.4";"";"";"";"";"";"10.0";"15.5";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"19.0";"";"";
"06.03.2017 06:00";"20.1";"758.3";"760.5";"0.3";"74";"Wind blowing from the north-west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.4";"";"";"";"";"";"";
"06.03.2017 03:00";"22.0";"758.0";"760.2";"-0.5";"73";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"06.03.2017 00:00";"23.2";"758.5";"760.6";"0.3";"64";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.0";"";"";"";"";"";"";
"05.03.2017 21:00";"23.1";"758.2";"760.3";"0.3";"62";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"22.2";"26.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"15.5";"";"";"";"";"";"";
"05.03.2017 18:00";"24.9";"757.9";"760.0";"-0.4";"51";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"05.03.2017 15:00";"26.0";"758.3";"760.5";"-0.9";"46";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"05.03.2017 12:00";"25.0";"759.2";"761.4";"0.1";"46";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"05.03.2017 09:00";"22.2";"759.1";"761.3";"0.8";"66";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"14.4";"22.7";"";"";"";"";"";"10.0";"15.6";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"14.0";"";"";
"05.03.2017 06:00";"14.6";"758.3";"760.6";"0.4";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"05.03.2017 03:00";"16.2";"757.9";"760.2";"0.2";"87";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"05.03.2017 00:00";"19.4";"757.7";"759.9";"0.1";"65";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"04.03.2017 21:00";"22.7";"757.6";"759.7";"0.8";"44";"Calm, no wind";"0";"";"";"40%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"20.2";"25.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.8";"Trace of precipitation";"6";"";"";"";"";
"04.03.2017 18:00";"23.2";"756.8";"759.1";"-0.5";"47";"Wind blowing from the north-east";"4";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"11.2";"";"";"";"";"";"";
"04.03.2017 15:00";"22.5";"757.3";"759.5";"-0.3";"63";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"15.2";"Trace of precipitation";"6";"";"";"";"";
"04.03.2017 12:00";"24.2";"757.6";"759.8";"-0.7";"60";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.9";"";"";"";"";"";"";
"04.03.2017 09:00";"20.2";"758.3";"760.6";"0.6";"76";"Wind blowing from the east";"2";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"19.2";"22.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"15.9";"Trace of precipitation";"6";"Surface of ground moist.";"18.0";"";"";
"04.03.2017 06:00";"20.1";"757.7";"759.9";"-0.5";"71";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"7.0";"14.7";"";"";"";"";"";"";
"04.03.2017 03:00";"19.7";"758.2";"760.3";"-1.2";"68";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.7";"";"";"";"";"";"";
"04.03.2017 00:00";"20.5";"759.4";"761.5";"0.9";"62";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.0";"";"";"";"";"";"";
"03.03.2017 21:00";"21.9";"758.5";"760.7";"0.5";"51";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"20.0";"24.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.4";"";"";"";"";"";"";
"03.03.2017 18:00";"23.4";"758.0";"760.2";"-0.2";"39";"Wind blowing from the east";"5";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"8.6";"";"";"";"";"";"";
"03.03.2017 15:00";"24.6";"758.2";"760.4";"-1.3";"36";"Wind blowing from the south-east";"4";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"8.6";"";"";"";"";"";"";
"03.03.2017 12:00";"21.6";"759.5";"761.7";"1.2";"56";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"12.5";"";"";"";"";"";"";
"03.03.2017 09:00";"20.0";"758.3";"760.5";"1.9";"74";"Wind blowing from the south-east";"5";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"20.0";"30.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"15.3";"Trace of precipitation";"6";"Dry (without cracks, no appreciable amount of dust or loose sand)";"19.0";"";"";
"03.03.2017 06:00";"20.3";"756.4";"758.5";"1.4";"82";"Wind blowing from the south-east";"4";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"17.2";"";"";"";"";"";"";
"03.03.2017 03:00";"21.0";"755.0";"757.2";"0.6";"86";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";"Rain (not freezing) not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.6";"0.4";"6";"";"";"";"";
"03.03.2017 00:00";"22.1";"754.4";"756.7";"2.1";"78";"Wind blowing from the south-east";"3";"";"";"100%.";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"18.1";"";"";"";"";"";"";
"02.03.2017 21:00";"30.7";"752.3";"754.4";"2.1";"62";"Wind blowing from the south";"4";"";"";"70 – 80%.";"Lightning visible, no thunder heard. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"27.4";"35.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"22.6";"";"";"";"";"";"";
"02.03.2017 18:00";"33.1";"750.2";"752.3";"-0.6";"49";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.1";"";"";"";"";"";"";
"02.03.2017 17:00";"34.2";"750.2";"752.3";"-0.9";"43";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"02.03.2017 16:00";"34.3";"750.4";"752.5";"-1.0";"43";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"02.03.2017 15:00";"34.6";"750.8";"752.9";"-0.9";"42";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"02.03.2017 14:00";"33.7";"751.1";"753.3";"-1.1";"46";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"02.03.2017 13:00";"33.1";"751.4";"753.5";"-0.6";"45";"Wind blowing from the north-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.8";"";"";"";"";"";"";
"02.03.2017 12:00";"32.8";"751.7";"753.8";"-0.5";"58";"Wind blowing from the north-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.4";"";"";"";"";"";"";
"02.03.2017 11:00";"29.8";"752.2";"754.3";"0.0";"67";"Wind blowing from the north";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"22.9";"";"";"";"";"";"";
"02.03.2017 10:00";"28.6";"752.0";"754.2";"0.1";"73";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"23.3";"";"";"";"";"";"";
"02.03.2017 09:00";"27.4";"752.2";"754.3";"0.5";"77";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"24.2";"27.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"23.1";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"23.0";"";"";
"02.03.2017 08:00";"27.1";"752.2";"754.3";"0.9";"76";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"22.4";"";"";"";"";"";"";
"02.03.2017 07:00";"26.3";"751.9";"754.0";"0.5";"84";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.4";"";"";"";"";"";"";
"02.03.2017 06:00";"25.4";"751.7";"753.8";"0.0";"89";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.5";"";"";"";"";"";"";
"02.03.2017 05:00";"24.2";"751.3";"753.4";"-0.7";"88";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"02.03.2017 04:00";"24.6";"751.4";"753.6";"-0.5";"83";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"21.6";"";"";"";"";"";"";
"02.03.2017 03:00";"25.3";"751.7";"753.8";"-0.2";"81";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"21.7";"";"";"";"";"";"";
"02.03.2017 02:00";"25.8";"752.0";"754.1";"0.3";"71";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"20.2";"";"";"";"";"";"";
"02.03.2017 01:00";"26.5";"751.9";"754.0";"-0.1";"64";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.1";"";"";"";"";"";"";
"02.03.2017 00:00";"27.4";"751.9";"754.0";"0.8";"52";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.8";"";"";"";"";"";"";
"01.03.2017 23:00";"27.6";"751.7";"753.8";"1.2";"57";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.3";"";"";"";"";"";"";
"01.03.2017 22:00";"27.9";"752.0";"754.1";"2.1";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"01.03.2017 21:00";"27.1";"751.1";"753.2";"1.3";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"27.0";"35.2";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"01.03.2017 20:00";"28.8";"750.5";"752.6";"";"55";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"01.03.2017 19:00";"30.4";"749.9";"752.1";"";"50";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"01.03.2017 18:00";"31.8";"749.8";"751.9";"-0.4";"44";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.2";"";"";"";"";"";"";
"01.03.2017 15:00";"33.6";"750.2";"752.3";"-0.6";"40";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"18.1";"";"";"";"";"";"";
"01.03.2017 12:00";"30.1";"750.8";"752.9";"0.0";"63";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"22.3";"";"";"";"";"";"";
"01.03.2017 09:00";"27.0";"750.8";"752.9";"1.5";"74";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"24.6";"29.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"Surface of ground moist.";"23.0";"";"";
"01.03.2017 06:00";"24.8";"749.3";"751.5";"0.4";"83";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"01.03.2017 03:00";"25.9";"748.9";"751.0";"-0.9";"77";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"01.03.2017 00:00";"27.6";"749.8";"751.9";"0.3";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"28.02.2017 21:00";"29.2";"749.5";"751.6";"0.0";"63";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.7";"34.1";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"28.02.2017 18:00";"31.9";"749.5";"751.6";"-1.2";"50";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"28.02.2017 15:00";"32.4";"750.7";"752.8";"-1.5";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"28.02.2017 12:00";"30.6";"752.2";"754.3";"-1.0";"62";"Wind blowing from the south-west";"4";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.5";"";"";"";"";"";"";
