"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.09.2011 09:00";"17.2";"759.7";"761.9";"";"52";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"11.6";"17.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"7.3";"";"";"Surface of ground moist.";"";"";"";
"30.09.2011 06:00";"12.5";"759.7";"761.9";"";"68";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.7";"";"";"";"";"";"";
"30.09.2011 03:00";"12.2";"759.4";"761.7";"";"84";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"9.5";"";"";"";"";"";"";
"30.09.2011 00:00";"15.5";"760.0";"762.2";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"29.09.2011 18:00";"22.2";"757.6";"759.8";"";"56";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"12.9";"";"";"";"";"";"";
"29.09.2011 15:00";"21.0";"757.6";"759.8";"";"76";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.6";"";"";"";"";"";"";
"29.09.2011 12:00";"20.5";"757.6";"759.8";"";"76";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.1";"";"";"";"";"";"";
"29.09.2011 09:00";"17.4";"756.1";"758.3";"";"90";"Wind blowing from the east-northeast";"1";"";"";"40%.";"Rain (not freezing) not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"15.1";"24.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"20–30%.";"300-600";"Altocumulus of a chaotic sky, generally at several levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.7";"17.0";"6";"Surface of ground wet (standing water in small or large pools on surface).";"";"";"";
"29.09.2011 06:00";"15.3";"756.3";"758.5";"";"94";"Wind blowing from the south-east";"2";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Thunderstorm(s) with or without precipitation.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"10%  or less, but not 0";"300-600";"Altostratus opacus or Nimbostratus.";"";"5.0";"14.4";"";"";"";"";"";"";
"29.09.2011 03:00";"21.2";"754.6";"756.8";"";"66";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"14.6";"";"";"";"";"";"";
"29.09.2011 00:00";"23.7";"754.6";"756.8";"";"58";"Wind blowing from the south-west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.9";"";"";"";"";"";"";
"28.09.2011 21:00";"24.0";"752.5";"754.6";"";"62";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"16.6";"26.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.2";"";"";"";"";"";"";
"28.09.2011 18:00";"26.3";"753.0";"755.1";"";"49";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"14.6";"";"";"";"";"";"";
"28.09.2011 15:00";"24.4";"755.0";"757.2";"";"50";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.2";"";"";"";"";"";"";
"28.09.2011 12:00";"20.4";"757.3";"759.0";"";"58";"Wind blowing from the north";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"11.9";"";"";"";"";"";"";
"28.09.2011 09:00";"16.6";"758.8";"761.1";"";"72";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"14.6";"19.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"11.5";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"28.09.2011 06:00";"15.2";"759.4";"761.6";"";"79";"Wind blowing from the north-east";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"11.5";"";"";"";"";"";"";
"28.09.2011 03:00";"16.4";"760.5";"762.7";"";"70";"Wind blowing from the north-east";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"28.09.2011 00:00";"18.0";"761.5";"763.7";"";"60";"Wind blowing from the north-east";"4";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"10.2";"";"";"";"";"";"";
"27.09.2011 21:00";"19.2";"761.2";"763.6";"";"52";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"17.4";"22.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"9.0";"";"";"";"";"";"";
"27.09.2011 18:00";"20.4";"762.4";"764.8";"";"42";"Wind blowing from the east";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"7.0";"";"";"";"";"";"";
"27.09.2011 15:00";"22.4";"764.5";"766.7";"";"31";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"4.5";"";"";"";"";"";"";
"27.09.2011 12:00";"20.4";"766.0";"768.4";"";"32";"Wind blowing from the east";"4";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"3.3";"";"";"";"";"";"";
"27.09.2011 09:00";"17.4";"766.5";"768.8";"";"44";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";" ";"";"";"15.1";"18.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.0";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"27.09.2011 03:00";"16.3";"765.3";"766.7";"";"57";"Wind blowing from the north-east";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"7.9";"";"";"";"";"";"";
"27.09.2011 00:00";"16.8";"765.9";"768.1";"";"58";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"8.5";"";"";"";"";"";"";
"26.09.2011 21:00";"17.8";"764.8";"767.0";"";"69";"Wind blowing from the east";"5";"";"";"70 – 80%.";" ";"";"";"17.8";"28.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"12.1";"";"";"";"";"";"";
"26.09.2011 18:00";"25.5";"763.2";"765.4";"";"39";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"10.5";"";"";"";"";"";"";
"26.09.2011 15:00";"28.3";"762.8";"765.0";"";"38";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.6";"";"";"";"";"";"";
"26.09.2011 12:00";"26.7";"763.6";"765.8";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"26.09.2011 09:00";"21.1";"763.8";"766.0";"";"63";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"14.9";"21.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"13.8";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"26.09.2011 03:00";"18.4";"762.1";"764.3";"";"72";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"2500 or more, or no clouds.";"";"";"10.0";"13.2";"";"";"";"";"";"";
"25.09.2011 21:00";"19.8";"761.5";"763.7";"";"64";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"16.5";"24.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.8";"";"";"";"";"";"";
"25.09.2011 18:00";"22.4";"760.9";"763.0";"";"51";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"11.9";"";"";"";"";"";"";
"25.09.2011 15:00";"23.1";"762.2";"764.5";"";"51";"Wind blowing from the north-northeast";"4";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"12.4";"";"";"";"";"";"";
"25.09.2011 12:00";"20.5";"764.6";"766.8";"";"64";"Wind blowing from the north-east";"5";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"13.4";"";"";"";"";"";"";
"25.09.2011 09:00";"16.5";"764.6";"766.8";"";"72";"Wind blowing from the north";"4";"";"";"10%  or less, but not 0";" ";"";"";"13.3";"17.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.4";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"25.09.2011 06:00";"13.7";"763.8";"766.0";"";"80";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"25.09.2011 00:00";"16.0";"764.2";"766.5";"";"69";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"24.09.2011 21:00";"17.3";"764.5";"766.7";"";"60";"Wind blowing from the north";"4";"";"";"20–30%.";" ";"";"";"12.1";"19.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"9.4";"";"";"";"";"";"";
"24.09.2011 18:00";"18.9";"764.6";"766.8";"";"53";"Wind blowing from the north";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"9.1";"";"";"";"";"";"";
"24.09.2011 15:00";"19.4";"765.9";"768.2";"";"54";"Wind blowing from the north-east";"4";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"9.8";"";"";"";"";"";"";
"24.09.2011 12:00";"16.0";"767.2";"769.4";"";"71";"Wind blowing from the north";"3";"";"";"40%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"10.8";"";"";"";"";"";"";
"24.09.2011 09:00";"12.1";"768.1";"770.3";"";"89";"Wind blowing from the north";"4";"";"";"100%.";" ";"";"";"10.1";"12.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"10.4";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"24.09.2011 06:00";"11.8";"766.5";"768.8";"";"88";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.9";"";"";"";"";"";"";
"24.09.2011 03:00";"11.6";"766.6";"768.8";"";"86";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.4";"";"";"";"";"";"";
"24.09.2011 00:00";"10.6";"767.5";"769.8";"";"82";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.7";"";"";"";"";"";"";
"23.09.2011 21:00";"12.2";"767.5";"769.7";"";"69";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"10.6";"16.9";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.6";"";"";"";"";"";"";
"23.09.2011 18:00";"14.2";"767.2";"769.5";"";"61";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.9";"";"";"";"";"";"";
"23.09.2011 15:00";"15.6";"767.1";"769.4";"";"55";"Wind blowing from the east";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.7";"";"";"";"";"";"";
"23.09.2011 12:00";"13.8";"768.4";"770.7";"";"63";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.9";"";"";"";"";"";"";
"23.09.2011 09:00";"10.6";"767.5";"769.8";"";"70";"Wind blowing from the south-east";"4";"";"";"70 – 80%.";" ";"";"";"9.2";"10.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.4";"";"";"Surface of ground moist.";"";"";"";
"23.09.2011 06:00";"9.5";"767.4";"769.7";"";"73";"Wind blowing from the south-east";"4";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"4.9";"";"";"";"";"";"";
"23.09.2011 03:00";"9.6";"766.6";"768.9";"";"78";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"5.9";"";"";"";"";"";"";
"23.09.2011 00:00";"10.3";"766.6";"768.9";"";"74";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"5.8";"";"";"";"";"";"";
"22.09.2011 21:00";"10.8";"765.6";"767.8";"";"69";"Wind blowing from the south-east";"4";"";"";"100%.";" ";"";"";"10.8";"13.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"5.4";"";"";"";"";"";"";
"22.09.2011 18:00";"11.6";"763.6";"765.8";"";"71";"Wind blowing from the south-east";"7";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"6.6";"";"";"";"";"";"";
"22.09.2011 12:00";"12.0";"763.5";"765.8";"";"81";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"10.0";"8.8";"";"";"";"";"";"";
"22.09.2011 09:00";"11.8";"762.4";"764.7";"";"80";"Wind blowing from the south-east";"4";"";"";"100%.";" ";"";"";"11.6";"19.9";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"10.0";"8.4";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"22.09.2011 06:00";"14.3";"760.0";"762.3";"";"68";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"8.4";"";"";"";"";"";"";
"22.09.2011 03:00";"18.5";"757.5";"759.7";"";"49";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"22.09.2011 00:00";"18.6";"758.2";"760.5";"";"59";"Wind blowing from the north";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"10.5";"";"";"";"";"";"";
"21.09.2011 21:00";"19.9";"758.4";"760.6";"";"49";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"16.2";"26.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.8";"";"";"";"";"";"";
"21.09.2011 18:00";"24.4";"757.6";"759.9";"";"31";"Wind blowing from the north-west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"6.4";"";"";"";"";"";"";
"21.09.2011 15:00";"25.5";"759.2";"761.4";"";"33";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"7.9";"";"";"";"";"";"";
"21.09.2011 12:00";"22.4";"";"";"";"44";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"21.09.2011 09:00";"16.2";"";"";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.8";"16.2";"";"";"";"";"";"10.0";"6.5";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"21.09.2011 06:00";"14.0";"760.5";"762.8";"";"57";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.6";"";"";"";"";"";"";
"21.09.2011 03:00";"14.0";"761.2";"763.4";"";"61";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
